,"12601 Nicollet Ave",,"Burnsville","MN",55337,"952-895-1010",44.773567,-93.277629
,"12713 Braemar Village Plaza",,"Bristow","VA",20136,"703-331-0489",38.751204,-77.570962
,"12850 Bass Lake Rd",,"Maple Grove","MN",55369,"763-553-1293",45.065302,-93.443360
,"1316 E W Hwy",,"Silver Spring","MD",20910,"301-565-3181",38.991374,-77.030230
,"1333 N Coolidge Hwy",,"Troy","MI",48084,"248-643-4483",42.544003,-83.186241
,"136 N Oak Park Ave",,"Oak Park","IL",60301,"708-445-1196",41.888511,-87.794367
,"1400 14th St Nwest",,"Washington","DC",20005,"202-232-4552",38.908871,-77.031961
,"1413 N Rochester Rd",,"Rochester Hills","MI",48037,"248-650-4715",42.664517,-83.133123
,"1413 W 14 Mile Rd",,"Madison Heights","MI",48071,"248-585-9163",42.533840,-83.124427
,"1416 Walton",,"Rochester Hills","MI",48309,"248-652-7103",42.681529,-83.157522
,"1423 E Stadium Blvd",,"Ann Arbor","MI",48104,"734-222-0205",42.260699,-83.732154
,"1425 Grandview Ave",,"Columbus","OH",43212,"614-481-0860",39.986864,-83.044626
,"143 Yorktown",,"Lombard","IL",60148,"630-424-8754",41.841690,-88.010684
,"14444 Excelsior Blvd",,"Minnetonka","MN",55345,"952-935-5613",44.905751,-93.463211
,"1500 4th St Seast",,"Minneapolis","MN",55414,"612-378-7524",44.979942,-93.234385
,"1510-14 Golden Gate Plaza",,"Mayfield","OH",44124,"440-646-9202",41.518731,-81.450597
,"15111 Detroit Ave",,"Lakewood","OH",44107,"216-228-1869",41.485015,-81.801964
,"15175 Edgewood Dr",,"Baxter","MN",56425,"218-833-8099",46.371075,-94.244822
,"1531 E Blvd",,"Charlotte","NC",28203,"704-334-3570",35.200233,-80.842314
,"1551 Piedmont Ave",,"Atlanta","GA",30324,"404-733-5539",33.796808,-84.369254
,"160 Pioneer Trail",,"Chaska","MN",55318,"952-368-0009",44.828570,-93.600770
,"1601 Hwy 7",,"Hopkins","MN",55305,"952-931-3128",44.933052,-93.420219
,"1610 N High St",,"Columbus","OH",43201,"614-299-0830",39.995151,-83.007082
,"16205-G S Harlem Ave",,"Tinley Park","IL",60477,"708-444-0478",41.622114,-87.794866
,"16492 W 78th St",,"Eden Prairie","MN",55344,"952-934-9720",44.858747,-93.412216
,"1650 Park Pl Blvd",,"St. Louis Park","MN",55416,"952-593-9694",44.966503,-93.349438
,"1700 K St Nwest",,"Washington","DC",20006,"202-293-2465",38.902502,-77.039461
,"1701 Pennsylvania Ave",,"Washington","DC",20006,"202-466-2905",38.898799,-77.039473
,"17043 Kercheval Ave",,"Grosse Pointe","MI",48230,"313-417-9247",42.390064,-82.916388
,"17335 W Bluemound Rd",,"Brookfield","WI",53045,"262-786-5917",43.036172,-88.129539
,"17450 Kenwood Trail",,"Lakeville","MN",55044,"952-892-1855",44.696158,-93.286395
,"17605 Glasgow Ave",,"Lakeville","MN",55044,"952-431-3727",44.693897,-93.213295
,"1800 M St",,"Washington","DC",20036,"202-419-0466",38.905600,-77.041707
,"1808 S Plymouth Rd",,"Minnetonka","MN",55305,"952-797-0677",44.994122,-93.412237
,"18101 Village Mart Dr",,"Olney","MD",20832,"301-570-0909",39.151736,-77.063579
,"1817 Randolph Ave",,"St. Paul","MN",55105,"651-698-4702",44.927011,-93.177167
,"1830 Market Dr",,"Stillwater","MN",55082,"651-430-2405",45.038286,-92.840936
,"1854 Coventry",,"Cleveland Heights","OH",44118,"216-321-5017",41.508928,-81.579976
,"1901 Madison Ave",,"Mankato","MN",56001,"507-625-6101",44.166792,-93.948891
,"1909 Matthews Township Pkwy",,"Matthews","NC",28105,"704-814-0538",35.124295,-80.708132
,"19115 Detroit Rd",,"Rocky River","OH",44116,"440-895-9064",41.482531,-81.833164
,"19419 Mack Ave",,"Grosse Pointe Woods","MI",48236,"313-640-8284",42.422513,-82.910206
,"20 N Michigan Ave",,"Chicago","IL",60602,"312-456-0751",41.882307,-87.624470
,"200 N LaSalle St",,"Chicago","IL",60601,"312-223-1606",41.889183,-87.632519
,"200 S College St",,"Charlotte","NC",28202,"704-371-4129",35.225460,-80.843108
,"2014 Powers Ferry Rd",,"Atlanta","GA",30339,"770-226-8323",33.903476,-84.459805
,"2022 Ndale Blvd",,"Coon Rapids","MN",55433,"763-862-7668",45.181614,-93.318968
,"20619-A8 Torrence Chapel Rd",,"Charlotte","NC",28036,"704-895-0116",35.484837,-80.877548
,"2101 Richmond Rd",,"Beachwood","OH",44122,"216-591-1938",41.501239,-81.497788
,"21016 Center Ridge Rd",,"Rocky River","OH",44116,"440-333-8670",41.461682,-81.852885
,"2134 Ford Pkwy",,"St. Paul","MN",55116,"651-690-9934",44.917865,-93.189594
,"2141 Commerce Blvd",,"Mound","MN",55364,"952-472-9345",44.939679,-93.666158
,"2149 Cliff Rd",,"Eagan","MN",55122,"651-686-8595",44.790261,-93.216669
,"222 S 9th St",,"Minneapolis","MN",55402,"612-338-0424",44.973661,-93.270790
,"22217 Michigan Ave",,"Dearborn","MI",48124,"313-724-8815",42.305217,-83.248371
,"23520 Hwy 7 ",,"Shorewood","MN",55331,"952-470-0404",44.892585,-93.577829
,"2377 Shadywood Rd",,"Orono","MN",55391,"952-471-1058",44.935428,-93.608616
,"2421 18th St Nwest",,"Washington","DC",20009,"202-588-9061",38.921620,-77.042293
,"2423 Division St W",,"St. Cloud","MN",56301,"320-202-1889",45.553243,-94.186837
,"2453 N Clark",,"Chicago","IL",60614,"773-327-9923",41.926862,-87.641240
,"2468 Nwest Blvd.",,"Upper Arlington","OH",43221,"614-481-3238",40.006905,-83.058201
,"266 S Weber Rd",,"Bolingbrook","IL",60490,"630-378-5782",41.690898,-88.125650
,"2681 County Rd E",,"White Bear Lake","MN",55110,"651-429-6273",45.050252,-92.988734
,"2706 W Mallard Creek Church Rd",,"Charlotte","NC",28262,"704-717-9515",35.340425,-80.765953
,"2714 Lincoln Dr",,"Roseville","MN",55113,"651-636-0976",45.021523,-93.168825
,"275 N York Rd",,"Elmhurst","IL",60126,"630-833-3552",41.905846,-87.939900
,"280 Danada Square W",,"Wheaton","IL",60187,"630-871-9713",41.829214,-88.107884
,"30 N LaGrange Rd",,"LaGrange","IL",60525,"708-482-3157",41.817123,-87.869781
,"3025 Clark St",,"Chicago","IL",60657,"773-529-6366",41.936770,-87.648083
,"30472 Milford Rd",,"New Hudson","MI",48165,"248-446-5874",42.516020,-83.616058
,"307 Canal Park",,"Duluth","MN",55802,"218-786-0985",46.784025,-92.094666
,"3080 Tremont Rd",,"Upper Arlington","OH",43221,"614-451-0740",40.019160,-83.062771
,"3109 Nline Ave",,"Greensboro","NC",27408,"336-292-3202",36.087264,-79.829727
,"311 W Monroe St",,"Chicago","IL",60694,"312-920-9746",41.880626,-87.635610
,"3113 Crooks Rd",,"Troy","MI",48084,"248-643-0064",42.563185,-83.167317
,"31901 Woodward Ave",,"Royal Oak","MI",48073,"248-549-4591",42.524378,-83.192693
,"3224 Walton",,"Rochester Hills","MI",48309,"248-375-2360",42.680599,-83.197251
,"3240 N Ashland Ave",,"Chicago","IL",60606,"773-281-3362",41.940785,-87.668749
,"3300 N Broadway",,"Chicago","IL",60657,"773-477-3695",41.941891,-87.644428
,"34 Park Ln",,"Hudson","OH",44236,"330-653-8311",41.180375,-81.403829
,"3487 Nside Pkwy",,"Atlanta","GA",30327,"404-846-9777",33.850355,-84.430317
,"3495 Rochester Rd",,"Troy","MI",48083,"248-740-9387",42.570011,-83.127987
,"3500 N Halsted",,"Chicago","IL",60657,"773-248-0799",41.946021,-87.649420
,"351 Willow Bend",,"Crystal","MN",55428,"763-537-4844",45.053795,-93.366855
,"3536 Main St",,"Coon Rapids","MN",55448,"763-323-8232",45.197703,-93.378518
,"35972 Detroit Rd",,"Avon","OH",44011,"440-937-9960",41.457324,-82.026538
,"3619 Forbes Ave",,"Pittsburgh","PA",15213,"412-687-2617",40.440670,-79.958252
,"3627 W Maple Rd",,"Bloomfield Township","MI",48301,"248-594-0952",42.541462,-83.451100
,"3673 Lexington Ave N",,"Arden Hills","MN",55126,"651-490-0227",45.051055,-93.147129
,"3868 150th St W",,"Rosemount","MN",55608,"651-322-8344",44.731594,-93.143832
,"390 W Front St",,"Wheaton","IL",60187,"630-221-0263",41.864794,-88.111341
,"401 Robert St",,"St. Paul","MN",55101,"651-292-8686",44.948218,-93.091652
,"401 S Main",,"Royal Oak","MI",48067,"248-543-8400",42.487258,-83.144186
,"40200 W 14 Mile Rd",,"Commerce Township","MI",48390,"248-624-7272",42.526989,-83.442665
,"4085 W Maple Rd",,"Bloomfield Township","MI",48301,"248-723-0941",42.576184,-83.437102
,"41 E 8th St",,"Chicago","IL",60605,"312-786-9205",41.871832,-87.625904
,"41 S High St Suite 2495",,"Columbus","OH",43215,"614-228-4082",39.963028,-83.000826
,"4100 Brownsville Rd",,"Pittsburgh","PA",15227,"412-881-2880",40.367103,-79.980194
,"4130 Berkshire Ln",,"Plymouth","MN",55446,"763-383-1497",45.030630,-93.456399
,"4210 Winnetka Ave",,"New Hope","MN",55428,"763-592-5073",45.033013,-93.380277
,"4214 Cary Pkwy",,"Cary","NC",27513,"919-462-0690",35.784630,-78.836089
,"423 N Harlem Ave",,"Oak Park","IL",60302,"708-358-1212",41.887762,-87.804872
,"4230 Belden Village Mall",,"Canton","OH",44718,"330-494-6008",40.856124,-81.426357
,"425 - 8th Ave Neast",,"Brainerd","MN",56401,"218-833-8001",46.363346,-94.177291
,"4301 Orchard Lake Rd",,"West Bloomfield","MI",48323,"248-865-0458",42.575106,-83.362170
,"4327 Park Rd",,"Charlotte","NC",28209,"704-523-6822",35.173404,-80.851209
,"439-A Boardman-Poland Rd",,"Youngstown","OH",44512,"330-758-2179",41.024301,-80.648998
,"4408 France Ave S",,"Edina","MN",55424,"952-926-7086",44.926948,-93.329057
,"44601 Five Mile Rd",,"Plymouth","MI",48170,"734-459-4473",42.395561,-83.487439
,"4606 Nicollet Ave S",,"Minneapolis","MN",55409,"612-825-6361",44.930494,-93.277911
,"4733 Hwy 61",,"White Bear Lake","MN",55110,"651-426-5694",45.084094,-93.010965
,"495 W Roosevelt Rd",,"Glen Ellyn","IL",60137,"630-858-3564",41.859662,-88.033773
,"4999 France Ave S",,"Edina","MN",55410,"612-285-5475",44.912541,-93.329025
,"50 S. 6th St",,"Minneapolis","MN",55402,"612-339-2871",44.978144,-93.272113
,"500 Spark Center",,"Strongsville","OH",44136,"440-572-1456",41.312004,-81.824297
,"500 W Madison",,"Chicago","IL",60606,"312-463-1130",41.881876,-87.639713
,"501 Washington Ave",,"Minneapolis","MN",55415,"612-332-8255",44.974933,-93.252216
,"507 S Third St",,"Geneva","IL",60134,"630-208-4932",41.882707,-88.309092
,"5100 Main St",,"Downers Grove","IL",60515,"630-963-4122",41.795032,-88.010384
,"5131 Edina Industrial Blvd",,"Edina","MN",55437,"952-831-9230",44.863996,-93.354223
,"5195 Sdale Center",,"Edina","MN",55435,"952-926-1183",44.877758,-93.332201
,"5309 Lyndale Ave S",,"Minneapolis","MN",55419,"612-823-3524",44.906375,-93.288186
,"5401 Caddis Bend",,"Fitchburg","WI",53711,"608-274-3912",43.019297,-89.419448
,"55 W Monroe",,"Chicago","IL",60603,"312-214-0852",36.128801,-89.754549
,"5551 Lake St",,"St. Louis Park","MN",55416,"952-929-9536",44.948310,-93.350361
,"56 E 6th St",,"St. Paul","MN",55101,"651-225-0844",44.947347,-93.093416
,"5711 Xerxes Ave N",,"Brooklyn Center","MN",55430,"763-560-3277",45.058224,-93.321051
,"5743 Blaine Ave",,"Inver Grove Heights","MN",55076,"651-554-9357",44.866423,-93.055310
,"5816 Lincoln Dr",,"Edina","MN",55436,"952-935-5346",44.898554,-93.399087
,"600 N Kingsbury St",,"Chicago","IL",60610,"312-335-0576",41.892585,-87.640685
,"601 13th St",,"Washington","DC",20005,"202-737-2522",38.897336,-77.029714
,"609 E Lake St",,"Wayzata","MN",55391,"952-476-1070",44.969595,-93.513476
,"6308-E York Rd",,"Baltimore","MD",21212,"410-323-5129",39.281494,-76.616849
,"6504 Steubenville Pike",,"Robinson Court","PA",15205,"412-788-4626",40.449106,-80.123981
,"6600 Lyndale Ave S",,"Richfield","MN",55423,"612-866-2803",44.883311,-93.286643
,"6641 Grant Ave Suite B",,"Gurnee","IL",60031,"847-856-8530",42.375127,-88.003207
,"6745 Avery-Muirfield Dr",,"Dublin","OH",43017,"614-734-0246",40.106396,-83.160300
,"68 Snelling Ave S",,"St. Paul","MN",55105,"651-690-0083",44.939502,-93.167040
,"7101 France Ave",,"Edina","MN",55435,"952-915-1108",44.874432,-93.328829
,"7145 E Point Douglas Rd",,"Cottage Grove","MN",55016,"651-768-0794",44.832622,-92.958537
,"720 Main St",,"Mendota Heights","MN",55118,"651-994-7052",44.885067,-93.122261
,"725 N Milwaukee",,"Libertyville","IL",60048,"847-573-8271",42.290239,-87.954871
,"7310 Orchard Lake Rd",,"West Bloomfield","MI",48322,"248-538-9130",42.530857,-83.360467
,"7500 Beechmont Ave",,"Cincinnati","OH",45230,"513-231-2092",39.072811,-84.349600
,"757 Grand Ave",,"St. Paul","MN",55105,"651-221-0479",44.939919,-93.132044
,"7635 Jolly Ln",,"Brooklyn Park","MN",55428,"763-315-4047",45.093259,-93.381887
,"7745 Egan Dr",,"Savage","MN",55378,"952-226-1191",44.746238,-93.377459
,"800 Nicollet Mall",,"Minneapolis","MN",55405,"612-333-5214",44.975897,-93.273001
,"8073 Wedgewood Ln N",,"Maple Grove","MN",55369,"763-494-4422",45.101502,-93.449898
,"817 Elm St",,"Winnetka","IL",60093,"847-441-7485",42.105842,-87.734753
,"8201 Brier Creek Pkwy",,"Raleigh","NC",27617,"919-405-2802",35.909935,-78.784350
,"8320 City Center Dr",,"Woodbury","MN",55125,"651-739-7313",44.920673,-92.936874
,"8450 26 Mile Rd",,"Shelby Township","MI",48316,"586-992-1779",42.713662,-83.033484
,"8559 Edinburgh Centre Dr N",,"Brooklyn Park","MN",55443,"763-315-1943",45.110394,-93.302971
,"8601 Springbrook Dr NE",,"Blaine","MN",55433,"763-717-3539",45.126670,-93.267064
,"883 Main St",,"Lake Geneva","WI",53147,"262-249-0954",42.591776,-88.436732
,"920 W 78th St",,"Chanhassen","MN",55317,"952-380-4953",44.862869,-93.544849
,"924 W 75th St",,"Naperville","IL",60565,"630-428-3881",41.747572,-88.164668
,"9420 36th Ave N",,"New Hope","MN",55427,"763-546-1818",45.021996,-93.398472
,"9955-9965 Hudson Pl",,"Woodbury","MN",55125,"651-731-5183",44.944959,-92.904325
,"E324 Woodfield Shopping Center",,"Schaumburg","IL",60173,"847-517-8579",42.043724,-88.037003
,"One N Hawkins",,"Akron","OH",44313,"330-869-5571",41.109589,-81.569195
,"Rosedale Center",,"Roseville","MN",55113,"651-633-7322",45.000308,-93.193439
,"1400 E Hampden Ave",,"Cherry Hills","CO",80113,"303-806-0900",39.653082,-104.943058
,"1795 Champa St",,"Denver","CO",80202,"303-295-0140",39.748348,-104.991586
,"5198 S Broadway",,"Englewood","CO",80113,"303-761-9078",39.621962,-104.987995
,"13700 E Colfax",,"Aurora","CO",80011,"720-859-3012",39.740125,-104.828309
,"23963 E Prospect Ave",,"Aurora","CO",80016,"303-693-5282",39.600388,-104.709856
,"14638 Cedar Ave",,"Apple Valley","MN",55124,"952-431-4315",44.737801,-93.217561
,"4911 Hwy 29 Suite 101",,"Alexandria","MN",56308,"320-762-8589",45.845710,-95.387890
,"627 W Central Entrance",,"Duluth","MN",55811,"218-720-4675",46.800896,-92.144243
