Store Name,Address,City,State/Province,Zip/Postal Code,Phone Number,Latitude,Longitude
Tim Hortons - 646 Main St (DT),646 Main St,Dartmouth,NS,"B2W 3T7,(902) 434-9199",(902) 434-9199,44.69578,-63.49642
Tim Hortons - 650 Portland St,650 Portland St,Dartmouth,NS,"B2W 6A3,(902) 434-4210",(902) 434-4210,44.67162,-63.52621
Tim Hortons - 908 Cole Harbour Rd,908 Cole Harbour Rd,Dartmouth,NS,"B2V 2J5,(902) 434-0944",(902) 434-0944,44.67111,-63.50097
Tim Hortons - Burnside Industrial Park (DT),"Burnside Industrial Park,106 Ilsley Ave",Dartmouth,NS,"B3B 1S8,(902) 468-3242",(902) 468-3242,44.69889,-63.58565
Tim Hortons - Dartmouth Ferry Terminal,"Dartmouth Ferry Terminal,88 Alderney Dr",Dartmouth,NS,"B2Y 2N5,(902) 461-2710",(902) 461-2710,44.6643,-63.56815
Tim Hortons - Forrest Hills Shopping Ctr (DT),"Forrest Hills Shopping Ctr,4 Forest Hill Pky",Dartmouth,NS,"B2W 5G7,(902) 462-2032",(902) 462-2032,44.67716,-63.6495
Tim Hortons - Green Road (DT),"Green Road,180 Wyse Rd",Dartmouth,NS,"B3A 1M6,(902) 466-4400",(902) 466-4400,44.67189,-63.58097
Tim Hortons - Mic Mac Mall,"Mic Mac Mall,21 Mic Mac Blvd",Dartmouth,NS,"B3A 4N3,(902) 466-8673",(902) 466-8673,44.6842,-63.55867
Tim Hortons - Quaker Landing,"Quaker Landing,300 - 28 Ochterloney St",Dartmouth,NS,"B2Y 4P5,(902) 465-2444",(902) 465-2444,44.66591,-63.56924
Tim Hortons - 478 MacElmon Rd (DT),478 MacElmon Rd,Debert,NS,"B0M 1G0,(902) 662-2155",(902) 662-2155,45.40199,-63.42737
Tim Hortons - 488 Highway 303 (DT),488 Highway 303,Digby,NS,"B0V 1A0,(902) 245-3734",(902) 245-3734,44.59819,-65.77115
Tim Hortons - 93 Warwick St (DT),93 Warwick St,Digby,NS,"B0V 1A0,(902) 245-4751",(902) 245-4751,44.61711,-65.76159
Tim Hortons - 29 Commercial St (DT),29 Commercial St,Dominion,NS,"B1G 1B3,(902) 849-2077",(902) 849-2077,46.21151,-60.02013
Tim Hortons - 10 Cow Bay Rd (DT),10 Cow Bay Rd,Eastern Passage,NS,"B3G 1M4,(902) 465-1282",(902) 465-1282,44.61183,-63.49364
Tim Hortons - 1104 Main Rd (DT),1104 Main Rd,Eastern Passage,NS,"B3G 1M6,(902) 465-7878",(902) 465-7878,44.70241,-63.47342
Tim Hortons - Elmsdale Shopping Center (DT),"Elmsdale Shopping Center,267 Hwy 214",Elmsdale,NS,"B2S 1K8,(902) 883-1980",(902) 883-1980,44.98585,-63.5134
Tim Hortons - Halifax Airport (DT),"Halifax Airport,75 Bell Blvd",Enfield,NS,"B2T 1K3,(902) 873-4000",(902) 873-4000,44.87856,-63.52632
Tim Hortons - Halifax International Airport,"Halifax International Airport,1 Bell Blvd",Enfield,NS,"B2T 1K2,(902) 873-1024",(902) 873-1024,44.88441,-63.51519
Tim Hortons - Halifax International Airport,"Halifax International Airport,1 Bell Blvd",Enfield,NS,"B2T 1K2,(902) 873-1024",(902) 873-1024,44.88441,-63.51519
Tim Hortons - 3290 Lake Thomas Dr (DT),3290 Lake Thomas Dr,Fall River,NS,"B2T 1J2,(902) 860-2703",(902) 860-2703,44.8177,-63.61186
Tim Hortons - 366 Park Rd (DT),366 Park Rd,Florence,NS,"B1Y 1N4,(902) 736-3500",(902) 736-3500,46.24479,-60.27402
Tim Hortons - 100 McKeen St (DT),100 McKeen St,Glace Bay,NS,"B1A 5B9,(902) 849-1261",(902) 849-1261,46.20041,-59.95885
Tim Hortons - 225 Commercial St,225 Commercial St,Glace Bay,NS,"B1A 3C3,(902) 849-1144",(902) 849-1144,46.19529,-59.95594
Tim Hortons - 257 Central Ave (DT),257 Central Ave,Greenwood,NS,"B0P 1N0,(902) 765-6947",(902) 765-6947,44.96941,-64.93701
Tim Hortons - 756 Central Ave,756 Central Ave,Greenwood,NS,"B0P 1M0,(902) 765-8008",(902) 765-8008,44.97168,-64.93443
Tim Hortons - 1 Pine Grove Dr (DT),1 Pine Grove Dr,Halifax,NS,"B3R 1S2,(902) 479-3206",(902) 479-3206,44.61311,-63.61722
Tim Hortons - 1047 South Barrington St (DT),1047 South Barrington St,Halifax,NS,"B3H 2P8,(902) 425-9268",(902) 425-9268,44.63696,-63.5696
Tim Hortons - 154 Osborne St (DT),154 Osborne St,Halifax,NS,"B3N 3J6,(902) 477-9984",(902) 477-9984,44.63148,-63.63154
Tim Hortons - 1646 North Barrington St,1646 North Barrington St,Halifax,NS,"B3J 2A3,(902) 422-3364",(902) 422-3364,44.64625,-63.57356
Tim Hortons - 200 Bedford Hwy (DT),200 Bedford Hwy,Halifax,NS,"B3M 2K2,(902) 443-2523",(902) 443-2523,44.67446,-63.64672
Tim Hortons - 217 Chain Lake Dr (DT),217 Chain Lake Dr,Halifax,NS,"B3S 1C9,(902) 450-5456",(902) 450-5456,44.64983,-63.67542
Tim Hortons - 3543 Dutch Village Rd,3543 Dutch Village Rd,Halifax,NS,"B3L 4H7,(902) 443-6019",(902) 443-6019,44.65559,-63.63207
Tim Hortons - 3600 Dutch Village Rd (DT),3600 Dutch Village Rd,Halifax,NS,"B3N 2S3,(902) 443-9431",(902) 443-9431,44.65744,-63.63226
Tim Hortons - 5639 Spring Garden Rd,5639 Spring Garden Rd,Halifax,NS,"B3J 1G9,(902) 492-0882",(902) 492-0882,44.64263,-63.57844
Tim Hortons - 5970 Spring Garden Rd,5970 Spring Garden Rd,Halifax,NS,"B3H 1Y7,(902) 425-9533",(902) 425-9533,44.64053,-63.58626
Tim Hortons - 5980 University Ave,5980 University Ave,Halifax,NS,"B3K 6R8,(902) 470-8657",(902) 470-8657,44.63807,-63.58561
Tim Hortons - 6020 Young St (DT),6020 Young St,Halifax,NS,"B3K 2A2,(902) 454-0999",(902) 454-0999,44.6584,-63.60401
Tim Hortons - 6034 Lady Hammond Rd (DT),6034 Lady Hammond Rd,Halifax,NS,"B3K 2R6,(902) 455-2894",(902) 455-2894,44.66523,-63.61135
Tim Hortons - 6046 Young St (DT),6046 Young St,Halifax,NS,"B3K 2A2,(902) 454-6277",(902) 454-6277,44.65934,-63.60275
Tim Hortons - 6112 Quinpool Rd,6112 Quinpool Rd,Halifax,NS,"B3L 1A3,(902) 429-6027",(902) 429-6027,44.64637,-63.59361
Tim Hortons - 6455 Quinpool Rd,6455 Quinpool Rd,Halifax,NS,"B3L 1B1,(902) 425-8823",(902) 425-8823,44.64415,-63.60153
Tim Hortons - 6570 Bayers Rd (DT),6570 Bayers Rd,Halifax,NS,"B3L 2B3,(902) 454-5617",(902) 454-5617,44.65263,-63.61427
Tim Hortons - 7010 Mumford Rd (DT),7010 Mumford Rd,Halifax,NS,"B3L 4W7,(902) 453-1524",(902) 453-1524,44.6487,-63.62169
Tim Hortons - 7151 Chebucto Rd,7151 Chebucto Rd,Halifax,NS,"B3L 1N5,(902) 455-8323",(902) 455-8323,44.64283,-63.61946
Tim Hortons - Bayers Lake Industrial Park (DT),"Bayers Lake Industrial Park,5 Lakeland Blvd",Halifax,NS,"B3S 1C3,(902) 450-5000",(902) 450-5000,44.81695,-63.68984
Tim Hortons - Bayers Road Shopping Ctr,"Bayers Road Shopping Ctr,7071 Bayers Rd",Halifax,NS,"B3L 2C2,(902) 453-6437",(902) 453-6437,44.65361,-63.62726
Tim Hortons - CFB Halifax,"CFB Halifax,2649 Gottagen St",Halifax,NS,"B3K 3C0,(902) 422-0608",(902) 422-0608,44.65808,-63.59223
Tim Hortons - Clayton Park Shopping Ctr (DT),"Clayton Park Shopping Ctr,278 Lacewood Dr",Halifax,NS,"B3M 3N8,(902) 445-4800",(902) 445-4800,44.6623,-63.65674
Tim Hortons - Dalhousie University,"Dalhousie University,1355 Oxford St",Halifax,NS,"B3H 4J1,(902) 494-3800",(902) 494-3800,44.63559,-63.59579
Tim Hortons - Dalhousie University,"Dalhousie University,5859 University Ave",Halifax,NS,"B3H 4H7,(902) 494-2476",(902) 494-2476,44.63884,-63.58334
Tim Hortons - Dalhousie University,"Dalhousie University,6136 University Ave.",Halifax,NS,"B3H 4J2,(902) 494-2126",(902) 494-2126,44.63693,-63.58995
Tim Hortons - Halifax Ferry Terminal,"Halifax Ferry Terminal,5077 George St",Halifax,NS,"B3J 1M3,(902) 423-6694",(902) 423-6694,44.64902,-63.57216
Tim Hortons - Langbrae Plaza,"Langbrae Plaza,7 Langbrae Dr",Halifax,NS,"B3M 4N7,(902) 457-5757",(902) 457-5757,44.66997,-63.66306
Tim Hortons - Mount Saint Vincent University,"Mount Saint Vincent University,166 Bedford Hwy",Halifax,NS,"B3M 2J6,NA",NA,44.67237,-63.64378
Tim Hortons - Mumford Towers 2,"Mumford Towers 2,7001 Mumford Rd",Halifax,NS,"B3L 4R3,(902) 454-3429",(902) 454-3429,44.64782,-63.61997
Tim Hortons - Old Halifax Infirmary,"Old Halifax Infirmary,1763 Robie St",Halifax,NS,"B3H 3G2,(902) 496-2676",(902) 496-2676,44.64448,-63.58891
Tim Hortons - Queen Elizabeth II Health Sciences Centre,"Queen Elizabeth II Health Sciences Centre,1796 Summer St.",Halifax,NS,"B3H 3A7,(902) 496-2676",(902) 496-2676,44.64497,-63.58526
Tim Hortons - Saint Mary's University - Loyola Building,"Saint Mary's University - Loyola Building,923 Robie St",Halifax,NS,"B3H 3C3,(902) 420-5123",(902) 420-5123,44.63112,-63.58259
Tim Hortons - Scotia Square,"Scotia Square,5201 Duke St",Halifax,NS,"B3J 1N9,(902) 429-6899",(902) 429-6899,44.64919,-63.57506
Tim Hortons - St. Mary's University,"St. Mary's University,923 Robie St",Halifax,NS,"B3H 3C3,(902) 496-8297",(902) 496-8297,44.63112,-63.58259
Tim Hortons - Ultramar Station (DT),"Ultramar Station,171 Herring Cove Rd",Halifax,NS,"B3P 1K9,(902) 475-3165",(902) 475-3165,44.6263,-63.61677
Tim Hortons - Victoria General Hospital,"Victoria General Hospital,1278 Tower Rd",Halifax,NS,"B3H 2Y9,(902) 428-2110",(902) 428-2110,44.63174,-63.57796
Tim Hortons - Wedgewood Plaza (DT),"Wedgewood Plaza,117 Kearney Lake Rd",Halifax,NS,"B3M 4N9,(902) 457-3396",(902) 457-3396,44.68417,-63.67522
Tim Hortons - 16 Chittick Ave (DT),16 Chittick Ave,Hantsport,NS,"B0P 1P0,(902) 684-0191",(902) 684-0191,45.06774,-64.17718
Tim Hortons - 30 Webster St,30 Webster St,Kentville,NS,"B4N 1H7,(902) 678-0010",(902) 678-0010,45.07805,-64.49437
Tim Hortons - 70 Aberdeen St (DT),70 Aberdeen St,Kentville,NS,"B2N 2N3,(902) 678-7394",(902) 678-7394,45.07832,-64.49645
Tim Hortons - 806 Main St (DT),806 Main St,Kingston,NS,"B0P 1R0,(902) 765-0290",(902) 765-0290,44.99143,-64.9398
Tim Hortons - 170 Bristol Ave (DT),170 Bristol Ave,Liverpool,NS,"B0T 1K0,(902) 354-2719",(902) 354-2719,44.04581,-64.7223
Tim Hortons - 15 Glendale Avenue,15 Glendale Avenue,Lower Sackville,NS,"B4C 3J4,(902) 864-0054",(902) 864-0054,44.75871,-63.65478
Tim Hortons - 257 Cobequid Rd (DT),257 Cobequid Rd,Lower Sackville,NS,"B4C 4H3,(902) 865-8254",(902) 865-8254,44.76074,-63.6575
Tim Hortons - 629 Sackville Dr (DT),629 Sackville Dr,Lower Sackville,NS,"B4C 2S4,(902) 865-6618",(902) 865-6618,44.76859,-63.68653
Tim Hortons - 808 Sackville Dr,808 Sackville Dr,Lower Sackville,NS,"B4E 1R7,(902) 865-5557",(902) 865-5557,44.77474,-63.6939
Tim Hortons - 810 Sackville Dr (DT),810 Sackville Dr,Lower Sackville,NS,"B4E 1R7,(902) 864-9273",(902) 864-9273,44.77474,-63.6939
Tim Hortons - 98 Beaverbank Rd (DT),98 Beaverbank Rd,Lower Sackville,NS,"B4E 1J7,(902) 864-7141",(902) 864-7141,44.78354,-63.69187
Tim Hortons - Sackville Town Center (DT),"Sackville Town Center,70 First Lake Dr",Lower Sackville,NS,"B4C 3E4,(902) 864-5139",(902) 864-5139,44.77686,-63.66621
Tim Hortons - The Real Atlantic Superstore,"The Real Atlantic Superstore,745 Sackville Dr",Lower Sackville,NS,"B4E 2R2,(902) 864-1440",(902) 864-1440,44.77242,-63.6917
Tim Hortons - 134 Victoria Rd (DT),134 Victoria Rd,Lunenburg,NS,"B0J 2C0,(902) 634-8617",(902) 634-8617,44.37585,-64.32474
Tim Hortons - 33 Edgewater St (DT),33 Edgewater St,Mahone Bay,NS,"B0J 2E0,(902) 624-0889",(902) 624-0889,44.44965,-64.38067
Tim Hortons - 8226 Highway 1 (DT),8226 Highway 1,Meteghan,NS,"B0W 2J0,(902) 645-2919",(902) 645-2919,44.18864,-66.16097
Tim Hortons - 241 Main St (DT),241 Main St,Middleton,NS,"B0S 1P0,(902) 825-2145",(902) 825-2145,44.94102,-65.0713
Tim Hortons - 242 Westville Rd (DT),242 Westville Rd,New Glasgow,NS,"B2H 2J5,(902) 755-1141",(902) 755-1141,45.58266,-62.65627
Tim Hortons - 322 East River Rd (DT),322 East River Rd,New Glasgow,NS,"B2H 5C5,(902) 752-5711",(902) 752-5711,45.5841,-62.64524
Tim Hortons - 687 East River Rd (DT),687 East River Rd,New Glasgow,NS,"B2H 3S4,(902) 752-0699",(902) 752-0699,45.57652,-62.64213
Tim Hortons - 750 Westville Rd (DT),750 Westville Rd,New Glasgow,NS,"B2H 2J8,(902) 752-5988",(902) 752-5988,45.57773,-62.66644
Tim Hortons - Highland Square Mall,"Highland Square Mall,689 Westville Rd",New Glasgow,NS,"B2H 2J6,(902) 928-0144",(902) 928-0144,45.57831,-62.66534
Tim Hortons - 9061 Commercial St (DT),9061 Commercial St,New Minas,NS,"B4N 3E6,(902) 681-2253",(902) 681-2253,45.06758,-64.45586
Tim Hortons - County Fair Shopping Centre,"County Fair Shopping Centre,9256 Commercial St",New Minas,NS,"B4N 3E6,(902) 681-4507",(902) 681-4507,45.06829,-64.44331
Tim Hortons - 3400 Plummer Ave (DT),3400 Plummer Ave,New Waterford,NS,"B1H 1Y9,(902) 862-8393",(902) 862-8393,46.24896,-60.08654
Tim Hortons - 106 King St (DT),106 King St,North Sydney,NS,"B2A 3S5,(902) 794-8337",(902) 794-8337,46.21327,-60.2616
Tim Hortons - 7 Blowers St (DT),7 Blowers St,North Sydney,NS,"B2A 2Y3,(902) 794-3199",(902) 794-3199,46.21073,-60.24749
Tim Hortons - 4484 Upper Main St (DT),4484 Upper Main St,Oxford,NS,"B0M 1P0,(902) 447-3338",(902) 447-3338,45.72436,-63.88029
Tim Hortons - 4019 Eastern Ave (DT),4019 Eastern Ave,Parrsboro,NS,"B0M 1S0,(902) 254-3783",(902) 254-3783,45.40532,-64.32625
Tim Hortons - 65 Weaver Rd (DT),65 Weaver Rd,Pictou,NS,"B0K 1H0,(902) 485-1828",(902) 485-1828,45.67998,-62.72853
Tim Hortons - 83 Water St,83 Water St,Pictou,NS,"B0K 1H0,(902) 485-8777",(902) 485-8777,45.67606,-62.70989
Tim Hortons - 603 Reeves St (DT),603 Reeves St,Port Hawkesbury,NS,"B9A 2R8,(902) 625-1199",(902) 625-1199,45.61572,-61.35424
Tim Hortons - 902 Reeves St (DT),902 Reeves St,Port Hawkesbury,NS,"B9A 2S3,(902) 625-5900",(902) 625-5900,45.61299,-61.34674
Tim Hortons - 5215 Highway 7 (DT),5215 Highway 7,Porters Lake,NS,"B3E 1J7,(902) 827-5100",(902) 827-5100,44.73988,-63.34686
Tim Hortons - 2249 Sydney Rd (DT),2249 Sydney Rd,Reserve Mines,NS,"B1E 1J9,(902) 842-1138",(902) 842-1138,46.18024,-60.02036
Tim Hortons - 85 Ohio Rd (DT),85 Ohio Rd,Shelburne,NS,"B0T 1W0,(902) 875-2513",(902) 875-2513,43.77735,-65.33947
Tim Hortons - 42 Main St (DT),42 Main St,Springhill,NS,"B0M 1X0,(902) 597-2033",(902) 597-2033,45.65122,-64.05428
Tim Hortons - 9966 Grenville St (DT),9966 Grenville St,St. Peter's,NS,"B0E 3B0,(902) 535-3773",(902) 535-3773,45.65555,-60.87656
Tim Hortons - 219 Ford St S (DT),219 Ford St S,Stellarton,NS,"B0K 1S0,(902) 752-3361",(902) 752-3361,45.55336,-62.66183
Tim Hortons - 87 Main St W (DT),87 Main St W,Stewiacke,NS,"B0N 2J0,(902) 639-9091",(902) 639-9091,45.14032,-63.36666
Tim Hortons - 1058 Kings Rd (DT),1058 Kings Rd,Sydney,NS,"B1S 1C7,(902) 539-3931",(902) 539-3931,46.11182,-60.21842
Tim Hortons - 1172 Grand Lake Rd (DT),1172 Grand Lake Rd,Sydney,NS,"B1M 1A2,(902) 539-2640",(902) 539-2640,46.16916,-60.10133
Tim Hortons - 1269 Kings Rd (DT),1269 Kings Rd,Sydney,NS,"B1S 1E1,(902) 539-4200",(902) 539-4200,46.10828,-60.22335
Tim Hortons - 197 Charlotte St,197 Charlotte St,Sydney,NS,"B1P 1C4,(902) 564-4399",(902) 564-4399,46.14044,-60.19542
Tim Hortons - 2293 Kings Rd,2293 Kings Rd,Sydney,NS,"B1L 1C2,(902) 539-5477",(902) 539-5477,46.07089,-60.27693
Tim Hortons - 396 Welton St (DT),396 Welton St,Sydney,NS,"B1P 5S7,(902) 562-5033",(902) 562-5033,46.14481,-60.16027
Tim Hortons - 479 George St (DT),479 George St,Sydney,NS,"B1P 1K5,(902) 564-8933",(902) 564-8933,46.13606,-60.19182
Tim Hortons - 547 Grand Lake Rd (DT),547 Grand Lake Rd,Sydney,NS,"B1P 5T3,(902) 539-8131",(902) 539-8131,46.14706,-60.14417
Tim Hortons - 915 Victoria Rd (DT),915 Victoria Rd,Sydney,NS,"B1N 1K5,(902) 539-1785",(902) 539-1785,46.15841,-60.18581
Tim Hortons - Cape Breton Shopping Plaza,"Cape Breton Shopping Plaza,Keltic Dr",Sydney,NS,"B1S 1P4,(902) 539-1399",(902) 539-1399,46.11707,-60.2321
Tim Hortons - Mayflower Shopping Mall,"Mayflower Shopping Mall,800 Grand Lake Rd",Sydney,NS,"B1P 6S9,(902) 539-8880",(902) 539-8880,46.15046,-60.1361
Tim Hortons - Sydney Health Park,"Sydney Health Park,1 Weatherbee Rd",Sydney,NS,"B1M 0A1,(902) 539-2394",(902) 539-2394,46.11374,-60.17823
Tim Hortons - Sydney Mall,"Sydney Mall,272B Prince St",Sydney,NS,"B1P 5K6,(902) 539-4287",(902) 539-4287,46.13929,-60.18682
Tim Hortons - 1844 St. Margaret's Bay Rd (DT),1844 St. Margaret's Bay Rd,Timberlea,NS,"B3T 1B8,(902) 431-2992",(902) 431-2992,44.64611,-63.71313
Tim Hortons - 13 Main St (DT),13 Main St,Trenton,NS,"B0K 1X1,(902) 752-2297",(902) 752-2297,45.36915,-63.27239
Tim Hortons - 1195 Treaty Trail (DT),1195 Treaty Trail,Truro,NS,"B2N 5A9,(902) 895-3393",(902) 895-3393,45.33041,-63.30486
Tim Hortons - 236 Robie St (DT),236 Robie St,Truro,NS,"B2N 1L1,(902) 893-2738",(902) 893-2738,45.36935,-63.30085
Tim Hortons - 322 Willow St,322 Willow St,Truro,NS,"B2N 5A5,(902) 897-0404",(902) 897-0404,45.35406,-63.2939
Tim Hortons - 44 Inglis Place,44 Inglis Place,Truro,NS,"B2N 4B4,(902) 895-3868",(902) 895-3868,45.36385,-63.27627
Tim Hortons - 51 Robie St (DT),51 Robie St,Truro,NS,"B2N 1K8,(902) 897-2434",(902) 897-2434,45.36993,-63.29554
Tim Hortons - 53 Main St,53 Main St,Truro,NS,"B2N 4G7,(902) 893-3250",(902) 893-3250,45.36983,-63.27106
Tim Hortons - Truro Mall,"Truro Mall,245 Robie St",Truro,NS,"B2N 5N6,(902) 893-1103",(902) 893-1103,45.36934,-63.30094
Tim Hortons - 3614 Hammonds Plains Rd (DT),3614 Hammonds Plains Rd,Upper Tantallon,NS,"B3Z 4R2,(902) 826-2115",(902) 826-2115,44.70464,-63.85524
Tim Hortons - 2014 Diamond St (DT),2014 Diamond St,Westville,NS,"B0K 2A0,(902) 396-1666",(902) 396-1666,45.56182,-62.71324
Tim Hortons - 2500 Old Truro Highway (DT),2500 Old Truro Highway,Westville,NS,"B0K 2A0,(902) 396-4081",(902) 396-4081,45.57621,-62.72592
Tim Hortons - 17 Water St (DT),17 Water St,Windsor,NS,"B0N 2T0,(902) 798-4715",(902) 798-4715,44.99569,-64.13829
Tim Hortons - 7 Cole Rd (DT),7 Cole Rd,Windsor,NS,"B0N 2T0,(902) 798-0767",(902) 798-0767,44.9879,-64.11303
Tim Hortons - 370 Main St,370 Main St,Wolfville,NS,"B4P 1C4,(902) 542-1755",(902) 542-1755,45.0914,-64.36277
Tim Hortons - 328 Main St,328 Main St,Yarmouth,NS,"B5A 1E4,(902) 742-2199",(902) 742-2199,43.83601,-66.12001
Tim Hortons - 520 Main St (DT),520 Main St,Yarmouth,NS,"B5A 1H8,(902) 742-0111",(902) 742-0111,43.84397,-66.1178
Tim Hortons - 75 Starrs Rd (DT),75 Starrs Rd,Yarmouth,NS,"B5A 2T6,(902) 742-0951",(902) 742-0951,43.84374,-66.10644
Tim Hortons - 309 Old Airport Rd (DT),309 Old Airport Rd,Yellowknife,NT,"X1A 3T3,(867) 873-4999",(867) 873-4999,62.46235,-114.41343
Tim Hortons - 161 S. Main Street (DT),161 S. Main Street,Albion,NY,"14411,(585) 589-6592",(585) 589-6592,43.2415,-78.19388
Tim Hortons - 12775 Broadway,12775 Broadway,Alden,NY,"14004,(716) 505-1450",(716) 505-1450,42.89445,-78.51226
Tim Hortons - 11520 Transit Rd (DT),11520 Transit Rd,Amherst,NY,"14228,(716) 568-2600",(716) 568-2600,43.08456,-78.697
Tim Hortons - 1705 Niagara Falls Blvd (DT),1705 Niagara Falls Blvd,Amherst,NY,"14228,(716) 833-4233",(716) 833-4233,43.00129,-78.8223
Tim Hortons - 2290 Millersport Highway (DT),2290 Millersport Highway,Amherst,NY,"14068,(716) 568-2610",(716) 568-2610,43.01047,-78.77193
Tim Hortons - 2351 Maple Road,2351 Maple Road,Amherst,NY,"14221,(585) 467-0475",(585) 467-0475,42.98911,-78.69918
Tim Hortons - 3394 Sheridan Dr (DT),3394 Sheridan Dr,Amherst,NY,"14226,(716) 833-6207",(716) 833-6207,42.98001,-78.80789
Tim Hortons - 3980 Maple Road,3980 Maple Road,Amherst,NY,"14226,(716) 446-9730",(716) 446-9730,42.99087,-78.8153
Tim Hortons - 9590 Transit Road (DT),9590 Transit Road,Amherst,NY,"14051,(716) 568-1060",(716) 568-1060,43.03009,-78.697
Tim Hortons - 9660 Transit Road,9660 Transit Road,Amherst,NY,14051,,43.03219,-78.6971
Tim Hortons - 9660 Transit Road,9660 Transit Road,Amherst,NY,"14051,(716) 515-3525",(716) 515-3525,43.03219,-78.6971
Tim Hortons - 8645 Erie Rd (DT),8645 Erie Rd,Angola,NY,"14006,(716) 549-5060",(716) 549-5060,42.65007,-79.04085
Tim Hortons - 150 Grant Avenue (DT),150 Grant Avenue,Auburn,NY,"13021,315-258-0430",315-258-0430,42.9446,-76.55072
Tim Hortons - 207 State,207 State,Auburn,NY,13021,,42.94047,-76.5726
Tim Hortons - 270 East Main Street,270 East Main Street,Avon,NY,"14414,(585) 226-2730",(585) 226-2730,42.91025,-77.73324
Tim Hortons - 20 E Main St (DT),20 E Main St,Batavia,NY,"14020,(585) 344-1430",(585) 344-1430,42.998,-78.18678
Tim Hortons - 309 West Morris Street,309 West Morris Street,Bath,NY,"14810,(607) 776-1015",(607) 776-1015,42.33621,-77.32993
Tim Hortons - 6573 Fourth Section Rd (DT),6573 Fourth Section Rd,Brockport,NY,"14420,(585) 637-3150",(585) 637-3150,43.1984,-77.94626
Tim Hortons - 1 HSBC Center,1 HSBC Center,Buffalo,NY,"14203,(716) 854-3898",(716) 854-3898,42.87924,-78.87654
Tim Hortons - 1137 Bailey Ave (DT),1137 Bailey Ave,Buffalo,NY,"14206,(716) 893-8611",(716) 893-8611,42.88537,-78.81426
Tim Hortons - 1405 Kensington Ave (DT),1405 Kensington Ave,Buffalo,NY,"14215,(716) 837-6390",(716) 837-6390,42.94181,-78.80412
Tim Hortons - 1740 Sheridan Drive,1740 Sheridan Drive,Buffalo,NY,"14223,(716) 874-4991",(716) 874-4991,42.98109,-78.86972
Tim Hortons - 2207 Niagara St (DT),2207 Niagara St,Buffalo,NY,"14207,(716) 876-8200",(716) 876-8200,42.94422,-78.90728
Tim Hortons - 2240 Delaware Avenue (DT),2240 Delaware Avenue,Buffalo,NY,"14216,(716) 871-3700",(716) 871-3700,42.94513,-78.86823
Tim Hortons - 3198 Main St,3198 Main St,Buffalo,NY,"14214,(716) 836-5337",(716) 836-5337,42.95119,-78.8259
Tim Hortons - 345 Amherst Street,345 Amherst Street,Buffalo,NY,"14207,(716) 515-2170",(716) 515-2170,42.93765,-78.89116
Tim Hortons - 3470 Main St (DT),3470 Main St,Buffalo,NY,"14214,(716) 831-3211",(716) 831-3211,42.95673,-78.81967
Tim Hortons - 424 Main Street,424 Main Street,Buffalo,NY,"14202,(716) 854-0704",(716) 854-0704,42.83251,-78.75955
Tim Hortons - 50 Fountain Plaza,50 Fountain Plaza,Buffalo,NY,"14202,(716) 362-9693",(716) 362-9693,42.88924,-78.87322
Tim Hortons - 585 Elmwood Ave,585 Elmwood Ave,Buffalo,NY,"14222,(716) 886-5576",(716) 886-5576,42.91289,-78.87714
Tim Hortons - Erie County Medical Center,"Erie County Medical Center,462 Grider St",Buffalo,NY,"14211,(716) 893-5871",(716) 893-5871,42.9272,-78.8292
Tim Hortons - Farber Hall,"Farber Hall,University at Buffalo",Buffalo,NY,"14260,716-829-2117",716-829-2117,42.95405,-78.8235
Tim Hortons - Student Union,"Student Union,University at Buffalo",Buffalo,NY,"14260,(716) 645-5495",(716) 645-5495,42.9538,-78.823
Tim Hortons - University at Buffalo,"University at Buffalo,Alfiero Center",Buffalo,NY,"14260,(716) 645-5487",(716) 645-5487,42.9977,-78.7826
Tim Hortons - 10 Booth Street (DT),10 Booth Street,Canandaigua,NY,"14424,(585) 394-8530",(585) 394-8530,42.87792,-77.26859
Tim Hortons - 5137 North Road (DT),5137 North Road,Canandaigua,NY,"14424,(585) 394-2510",(585) 394-2510,42.90628,-77.29124
Tim Hortons - 12479 Olean Road (DT),12479 Olean Road,Chaffee,NY,"14030,(716) 496-5920",(716) 496-5920,42.53915,-78.47846
Tim Hortons - 1199 French Road (DT),1199 French Road,Cheektowaga,NY,"14043,(716) 608-7611",(716) 608-7611,42.86782,-78.70814
Tim Hortons - 1610 Walden Ave (DT),1610 Walden Ave,Cheektowaga,NY,"14225,(716) 597-0546",(716) 597-0546,42.90715,-78.77776
Tim Hortons - 2195 Harlem Road,2195 Harlem Road,Cheektowaga,NY,"14225,(716) 929-0380",(716) 929-0380,42.90151,-78.78408
Tim Hortons - 2595 Union Rd (DT),2595 Union Rd,Cheektowaga,NY,"14225,(716) 656-7337",(716) 656-7337,42.88282,-78.75414
Tim Hortons - 3816 Union Rd (DT),3816 Union Rd,Cheektowaga,NY,"14225,(716) 686-9392",(716) 686-9392,42.91843,-78.75417
Tim Hortons - 9220 Main St (DT),9220 Main St,Clarence,NY,"14031,(716) 626-9689",(716) 626-9689,42.96967,-78.64791
Tim Hortons - Clarence Travel Plaza,"Clarence Travel Plaza,4002 Ransom Road",Clarence,NY,"14031,(716) 759-6656",(716) 759-6656,42.95616,-78.59313
